0	A man in suburban Boston is selling snow online to customers in warmer states . For $89, he will ship 6 pounds of snow in an insulated Styrofoam box .	Kyle Waring is a entrepreneur who sells snow in warm states. For $89, you can ship 6 pounds of snow in an insulated Styrofoam box.	[ compression ( fusion ( <S2> <S16> ) --> <I1> ) --> <I2> | <I1> --> Kyle Waring is a self-styled entrepreneur who sells snow in warm weather states. | <I2> --> Kyle Waring is a entrepreneur who sells snow in warm states. ] [ fusion ( compression ( <S2> ) --> <I1> fusion ( <S2> <S4> ) --> <I2> ) --> <I3> | <I1> --> Kyle Waring will ship 6 pounds of snow in an insulated Styrofoam box. | <I2> --> For $89, you can get 6 pounds of snow in an insulated Styrofoam box from the northeast. | <I3> --> For $89, you can ship 6 pounds of snow in an insulated Styrofoam box. ]	[ compression ( fusion ( <S2> <S16> ) ) ] [ fusion ( compression ( <S2> ) fusion ( <S2> <S4> ) ) ]	64.15094339622641	26.436960608698428
1	The 20th MLS season begins this weekend . League has changed dramatically since its inception in 1996 . Some question whether rules regarding salary caps and transfers need to change .	The MLS is entering its 20th season. The league has progressed since its formative years. The salary cap encourages fiscal probity and reinvestment.	[ compression ( fusion ( <S7> <S48> ) --> <I1> ) --> <I2> | <I1> --> The MLS is entering its 20th season, and it's time to invest in player development. | <I2> --> The MLS is entering its 20th season. ] [ fusion ( compression ( <S7> ) --> <I1> fusion ( <S4> <S48> ) --> <I2> ) --> <I3> | <I1> --> The league has progressed in the period. | <I2> --> Baggy shirts, questionable hairstyles and strange rule adaptations were all part of the league's formative years. | <I3> --> The league has progressed since its formative years. ] [ compression ( fusion ( <S40> <S48> ) --> <I1> ) --> <I2> | <I1> --> The salary cap encourages fiscal probity and reinvestment in league. | <I2> --> The salary cap encourages fiscal probity and reinvestment. ]	[ compression ( fusion ( <S7> <S48> ) ) ] [ fusion ( compression ( <S7> ) fusion ( <S4> <S48> ) ) ] [ compression ( fusion ( <S40> <S48> ) ) ]	39.21568627450981	30.88675292674452
2	Bafetimbi Gomis collapses within 10 minutes of kickoff at Tottenham . But he reportedly left the pitch conscious and wearing an oxygen mask . Gomis later said that he was "feeling well" The incident came three years after Fabrice Muamba collapsed at White Hart Lane .	Bafetimbi Gomis collapsed during Swansea's game at Tottenham. The 29-year-old left the pitch conscious and wearing an oxygen mask. Bafetimbi Gomis said he is feeling better after collapsing at White Hart Lane.	[ fusion ( fusion ( <S0> <S21> ) --> <I1> paraphrase ( <S0> ) --> <I2> ) --> <I3> | <I1> --> Bafetimbi Gomis suffered a cardiac arrest during Swansea's 3-2 loss at Tottenham. | <I2> --> Bafetimbi Gomis, who has a history of collapsing, said he is feeling better after collapsing during the game at Spurs. | <I3> --> Bafetimbi Gomis collapsed during Swansea's game at Tottenham. ] [ paraphrase ( fusion ( <S1> <S2> ) --> <I1> ) --> <I2> | <I1> --> The 29-year-old left the pitch conscious but wearing an oxygen mask. | <I2> --> The 29-year-old left the pitch conscious and wearing an oxygen mask. ] [ fusion ( paraphrase ( <S0> ) --> <I1> compression ( <S1> ) --> <I2> ) --> <I3> | <I1> --> Bafetimbi Gomis, who has a history of collapsing, said he is feeling better after collapsing during the game at Spurs. | <I2> --> The incident occurred at White Hart Lane. | <I3> --> Bafetimbi Gomis said he is feeling better after collapsing at White Hart Lane. ]	[ fusion ( fusion ( <S0> <S21> ) paraphrase ( <S0> ) ) ] [ paraphrase ( fusion ( <S1> <S2> ) ) ] [ fusion ( paraphrase ( <S0> ) compression ( <S1> ) ) ]	61.53846153846154	25.754150580614805
3	Ruben Navarrette: Schilling deserves praise for taking on online haters for offensive comments about his daughter . Navarrette: In protecting his child, Schilling set a model for parenting and taught us a lesson about social media .	Schilling captured some of the images and posted them on his blog after a group of Twitter trolls made lewd comments about his daughter. Schilling says he wanted to protect his child, and that's a good thing for parents.	[ fusion ( compression ( <S9> ) --> <I1> fusion ( <S1> <S38> ) --> <I2> ) --> <I3> | <I1> --> Schilling captured some of the images and posted on his blog. | <I2> --> Schilling recently fired off a series of fastballs and mowed down a group of Twitter trolls who made the mistake of tweeting vulgar and sexually-explicit comments about his daughter. | <I3> --> Schilling captured some of the images and posted them on his blog after a group of Twitter trolls made lewd comments about his daughter. ] [ fusion ( fusion ( <S9> <S38> ) --> <I1> <S34> ) --> <I2> | <I1> --> Schilling posted the images on his blog, saying he wanted to protect his child. | <I2> --> Schilling says he wanted to protect his child, and that's a good thing for parents. ]	[ fusion ( compression ( <S9> ) fusion ( <S1> <S38> ) ) ] [ fusion ( fusion ( <S9> <S38> ) <S34> ) ]	32.0	24.607307177968323
4	Rory McIlroy throws club into water at WGC Cadillac Championship . Northern Irishman frustrated after pulling shot into water hazard .	Rory McIlroy hit ball into water at Cadillac Championship. Northern Irishman says incident ` felt good'after pulling second shot into lake.	[ fusion ( fusion ( <S2> <S3> ) --> <I1> fusion ( <S1> <S2> ) --> <I2> ) --> <I3> | <I1> --> Rory McIlroy launches 3-iron he used to hit ball into water. | <I2> --> Rory McIlroy pulls his 3-iron into the water at Cadillac Championship. | <I3> --> Rory McIlroy hit ball into water at Cadillac Championship. ] [ fusion ( fusion ( <S1> <S8> ) --> <I1> fusion ( <S3> <S8> ) --> <I2> ) --> <I3> | <I1> --> Northern Irishman pulled his second shot into a lake on the eighth hole. | <I2> --> Northern Irishman says incident ` felt good at the time ' | <I3> --> Northern Irishman says incident ` felt good'after pulling second shot into lake. ]	[ fusion ( fusion ( <S2> <S3> ) fusion ( <S1> <S2> ) ) ] [ fusion ( fusion ( <S1> <S8> ) fusion ( <S3> <S8> ) ) ]	65.00000000000001	17.42830589786172
5	Walter Mondale was released from the Mayo Clinic on Saturday, hospital spokeswoman said . The former vice president, 87, was treated for cold and flu symptoms .	Walter Mondale was released from the Mayo Clinic, hospital spokeswoman said. Former Vice President Walter Mondale, 87, was treated for flu and cold symptoms.	[ compression ( <S0> ) --> <I1> | <I1> --> Walter Mondale was released from the Mayo Clinic, hospital spokeswoman said. ] [ fusion ( fusion ( <S2> <S3> ) --> <I1> fusion ( <S0> <S2> ) --> <I2> ) --> <I3> | <I1> --> Mondale, 87, was treated for flu and cold symptoms and released. | <I2> --> Former Vice President Walter Mondale was treated for flu and cold symptoms. | <I3> --> Former Vice President Walter Mondale, 87, was treated for flu and cold symptoms. ]	[ compression ( <S0> ) ] [ fusion ( fusion ( <S2> <S3> ) fusion ( <S0> <S2> ) ) ]	81.6326530612245	12.687258585356176
6	Zully Broussard decided to give a kidney to a stranger . A new computer program helped her donation spur transplants for six kidney patients .	Zully Broussard decided to give one of her kidneys to a stranger. A computer programmer received a transplant.	[ compression ( paraphrase ( <S1> ) --> <I1> ) --> <I2> | <I1> --> That may sound crazy, but when Zully Broussard decided to give one of her kidneys to a stranger, her generosity came with big data. | <I2> --> Zully Broussard decided to give one of her kidneys to a stranger. ] [ paraphrase ( compression ( <S33> ) --> <I1> ) --> <I2> | <I1> --> A computer programmer David Jacobs received a kidney transplant, said. | <I2> --> A computer programmer received a transplant. ]	[ compression ( paraphrase ( <S1> ) ) ] [ paraphrase ( compression ( <S33> ) ) ]	58.536585365853654	18.360422072932124
7	A photo of a green woodpecker flying with a weasel on its back has gone viral on Twitter . The image was snapped by amateur photographer Martin Le-May near London . It sparked the hashtag #weaselpecker and has spawned numerous memes .	A photo of a weasel hitching a lift on the back of a flying woodpecker has gone viral on Twitter. It was posted by photographer Jason Ward and credited Martin Le-May. Photo of creature hitching a lift on the back of a woodpecker has spawned parodies.	[ fusion ( paraphrase ( <S0> ) --> <I1> fusion ( <S0> <S1> ) --> <I2> ) --> <I3> | <I1> --> A photo of a weasel hitching a surprise lift on the back of a flying woodpecker has gone viral on social media. | <I2> --> A photo of a weasel hitching a lift on the back of a flying woodpecker near London has gone viral on Twitter. | <I3> --> A photo of a weasel hitching a lift on the back of a flying woodpecker has gone viral on Twitter. ] [ compression ( <S1> ) --> <I1> | <I1> --> It was posted by photographer Jason Ward and credited Martin Le-May. ] [ fusion ( fusion ( <S0> <S16> ) --> <I1> fusion ( <S6> <S16> ) --> <I2> ) --> <I3> | <I1> --> A photo of a weasel hitching a lift on the back of a flying woodpecker has spawned parodies. | <I2> --> Mammal Society chief executive says it's possible the creature could take on woodpecker. | <I3> --> Photo of creature hitching a lift on the back of a woodpecker has spawned parodies. ]	[ fusion ( paraphrase ( <S0> ) fusion ( <S0> <S1> ) ) ] [ compression ( <S1> ) ] [ fusion ( fusion ( <S0> <S16> ) fusion ( <S6> <S16> ) ) ]	48.275862068965516	33.45913168229163
8	Cayman Naib, 13, hasn't been heard from since Wednesday . Police, family, volunteers search for eighth-grader .	Cayman Naib, 13, has been missing since Wednesday. Volunteers are searching for missing eighth-grader.	[ fusion ( <S0> <S2> ) --> <I1> | <I1> --> Cayman Naib, 13, has been missing since Wednesday. ] [ compression ( fusion ( <S0> <S1> ) --> <I1> ) --> <I2> | <I1> --> Hundreds of volunteers are searching for missing eighth-grader. | <I2> --> Volunteers are searching for missing eighth-grader. ]	[ fusion ( <S0> <S2> ) ] [ compression ( fusion ( <S0> <S1> ) ) ]	68.75	14.215251718647778
9	A jihadist group claims responsibility in an audio recording, news agency reports . The Malian government calls the shooting a "terrorist act" One French citizen, one Belgian and three Malians are killed .	A North African jihadist group, al-Murabitun, claimed responsibility. One French citizen, one Belgian and three Malians are killed.	[ compression ( <S5> ) --> <I1> | <I1> --> A North African jihadist group, al-Murabitun, claimed responsibility. ] [ compression ( fusion ( <S1> <S3> ) --> <I1> ) --> <I2> | <I1> --> One French citizen, one Belgian and three Malians are killed in the shooting. | <I2> --> One French citizen, one Belgian and three Malians are killed. ]	[ compression ( <S5> ) ] [ compression ( fusion ( <S1> <S3> ) ) ]	60.0	15.359637788496912
